unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_yeji_bk3q,:@computed_region_92fq_4b7q,:@computed_region_sbqj_enih,:@computed_region_7mpf_4k6g,vehicle_type,closed_date,resolution_description,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,due_date,taxi_company_borough
65465926,2025-07-05T01:32:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,87-40 133 STREET,133 STREET,JAMAICA AVENUE,DEAD END,JAMAICA AVENUE,DEAD END,ADDRESS,RICHMOND HILL,133 STREET,In Progress,,09 QUEENS,4093400126,QUEENS,1034331,194995,ONLINE,Unspecified,QUEENS,40.70175128042721,-73.81938040417299,"{'latitude': '40.70175128042721', 'longitude': '-73.81938040417299', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24014,46,3,28,60,60,,,,,,,,,,,
65467498,2025-07-05T01:32:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,119 ELLWOOD STREET,ELLWOOD STREET,WEST  196 STREET,SHERMAN AVENUE,WEST  196 STREET,SHERMAN AVENUE,ADDRESS,NEW YORK,ELLWOOD STREET,In Progress,2025-07-05T02:09:56.000,12 MANHATTAN,1021740001,MANHATTAN,1003742,253328,MOBILE,Unspecified,MANHATTAN,40.86198003431316,-73.92953181391792,"{'latitude': '40.86198003431316', 'longitude': '-73.92953181391792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13098,47,4,39,22,22,,,,,,,,,,,
65469048,2025-07-05T01:32:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10474,842 BRYANT AVENUE,BRYANT AVENUE,LAFAYETTE AVENUE,SENECA AVENUE,LAFAYETTE AVENUE,SENECA AVENUE,ADDRESS,BRONX,BRYANT AVENUE,In Progress,,02 BRONX,2027620455,BRONX,1015674,237372,PHONE,Unspecified,BRONX,40.81815108853888,-73.88646961569535,"{'latitude': '40.81815108853888', 'longitude': '-73.88646961569535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12343,8,5,43,24,24,,,,,,,,,,,
65464127,2025-07-05T01:32:06.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,955 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,2025-07-05T01:33:05.000,04 BRONX,2025110072,BRONX,1003926,242216,ONLINE,Unspecified,BRONX,40.83148046700411,-73.92889921787773,"{'latitude': '40.83148046700411', 'longitude': '-73.92889921787773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,35,27,27,Car,2025-07-05T01:33:02.000,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
65457994,2025-07-05T01:31:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10460,915 EAST  179 STREET,EAST  179 STREET,HONEYWELL AVENUE,DALY AVENUE,HONEYWELL AVENUE,DALY AVENUE,ADDRESS,BRONX,EAST  179 STREET,Closed,2025-07-05T01:49:35.000,06 BRONX,2031220067,BRONX,1016681,246634,PHONE,Unspecified,BRONX,40.84356895880117,-73.88278669843373,"{'latitude': '40.843568958801164', 'longitude': '-73.88278669843373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11269,35,5,43,31,31,,2025-07-05T01:49:29.000,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
65469088,2025-07-05T01:31:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,291 WEST  111 STREET,WEST  111 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  111 STREET,In Progress,,10 MANHATTAN,,MANHATTAN,996122,231105,ONLINE,Unspecified,MANHATTAN,40.80099782785541,-73.95711923762289,"{'latitude': '40.800997827855404', 'longitude': '-73.95711923762289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12423,18,4,36,18,18,,,,,,,,,,,
65467456,2025-07-05T01:31:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,547 WEST  147 STREET,WEST  147 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  147 STREET,In Progress,,09 MANHATTAN,1020790007,MANHATTAN,998651,240613,MOBILE,Unspecified,MANHATTAN,40.827090867999,-73.94796428323792,"{'latitude': '40.827090867999', 'longitude': '-73.94796428323792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428,37,4,23,19,19,,,,,,,,,,,
65464060,2025-07-05T01:31:48.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,409 EAST  116 STREET,EAST  116 STREET,1 AVENUE,PLEASANT AVENUE,1 AVENUE,PLEASANT AVENUE,ADDRESS,NEW YORK,EAST  116 STREET,Closed,2025-07-05T01:47:50.000,11 MANHATTAN,1017100007,MANHATTAN,1002334,229182,PHONE,Unspecified,MANHATTAN,40.79570918792541,-73.93468715104656,"{'latitude': '40.795709187925404', 'longitude': '-73.93468715104656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12426,7,4,35,16,16,,2025-07-05T01:47:47.000,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
65462204,2025-07-05T01:31:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1439 UNIVERSITY AVENUE,UNIVERSITY AVENUE,MERRIAM AVENUE,BOSCOBEL PLACE,MERRIAM AVENUE,BOSCOBEL PLACE,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,2025-07-05T01:33:55.000,04 BRONX,2025370036,BRONX,1005204,246708,ONLINE,Unspecified,BRONX,40.8438067598888,-73.92426703234717,"{'latitude': '40.8438067598888', 'longitude': '-73.92426703234717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,42,27,27,,2025-07-05T01:33:49.000,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
65467440,2025-07-05T01:31:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,1240 HAVEMEYER AVENUE,HAVEMEYER AVENUE,ELLIS AVENUE,NEWBOLD AVENUE,ELLIS AVENUE,NEWBOLD AVENUE,ADDRESS,BRONX,HAVEMEYER AVENUE,In Progress,,09 BRONX,2038310006,BRONX,1026247,242974,ONLINE,Unspecified,BRONX,40.8334830226595,-73.84823589204485,"{'latitude': '40.8334830226595', 'longitude': '-73.84823589204485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,58,5,31,26,26,,,,,,,,,,,
65461274,2025-07-05T01:31:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11435,141-15 GRAND CENTRAL PARKWAY SR NORTH,GRAND CENTRAL PARKWAY SR NORTH,81 AVENUE,MAIN STREET,81 AVENUE,MAIN STREET,ADDRESS,JAMAICA,GRAND CENTRAL PARKWAY,In Progress,2025-07-05T02:25:04.000,08 QUEENS,4066350014,QUEENS,1034836,200217,MOBILE,Unspecified,QUEENS,40.71608153003131,-73.81751986885176,"{'latitude': '40.71608153003131', 'longitude': '-73.81751986885176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24670,25,3,24,65,65,,,,,,,,,,,
65465946,2025-07-05T01:31:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10455,806 WESTCHESTER AVENUE,WESTCHESTER AVENUE,UNION AVENUE,EAST  158 STREET,UNION AVENUE,EAST  158 STREET,ADDRESS,BRONX,WESTCHESTER AVENUE,In Progress,,01 BRONX,2026760045,BRONX,1011036,237616,ONLINE,Unspecified,BRONX,40.81883608066727,-73.90322505272255,"{'latitude': '40.81883608066727', 'longitude': '-73.90322505272255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10933,49,5,43,23,23,,,,,,,,,,,
65465941,2025-07-05T01:31:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11233,1959 BERGEN STREET,BERGEN STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,SARATOGA AVENUE,THOMAS S BOYLAND STREET,ADDRESS,BROOKLYN,BERGEN STREET,In Progress,,16 BROOKLYN,,BROOKLYN,1007601,184932,MOBILE,Unspecified,BROOKLYN,40.67424157571024,-73.91581825139029,"{'latitude': '40.67424157571024', 'longitude': '-73.91581825139029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13516,55,2,17,46,46,,,,,,,,,,,
65458284,2025-07-05T01:31:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,121-05 153 STREET,153 STREET,121 AVENUE,122 AVENUE,121 AVENUE,122 AVENUE,ADDRESS,JAMAICA,153 STREET,In Progress,,12 QUEENS,4122200007,QUEENS,1042866,186204,ONLINE,Unspecified,QUEENS,40.67756965831296,-73.7886751039661,"{'latitude': '40.677569658312954', 'longitude': '-73.7886751039661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24669,41,3,46,71,71,,,,,,,,,,,
65462800,2025-07-05T01:31:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11214,8613 18 AVENUE,18 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,18 AVENUE,In Progress,2025-07-05T02:34:55.000,11 BROOKLYN,3063690040,BROOKLYN,983397,160364,ONLINE,Unspecified,BROOKLYN,40.60683843838365,-74.00307201075812,"{'latitude': '40.60683843838365', 'longitude': '-74.00307201075812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17616,1,2,45,37,37,,,,,,,,,,,
65459758,2025-07-05T01:30:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10012,85 MAC DOUGAL STREET,MAC DOUGAL STREET,WEST HOUSTON STREET,BLEECKER STREET,WEST HOUSTON STREET,BLEECKER STREET,ADDRESS,NEW YORK,MAC DOUGAL STREET,In Progress,2025-07-05T02:14:31.000,02 MANHATTAN,1005260026,MANHATTAN,983858,204841,ONLINE,Unspecified,MANHATTAN,40.72891790369151,-74.0014143426774,"{'latitude': '40.72891790369151', 'longitude': '-74.0014143426774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12075,57,4,10,3,3,,,,,,,,,,,
65466938,2025-07-05T01:30:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,1158 TROY AVENUE,TROY AVENUE,CORTELYOU ROAD,CLARENDON ROAD,CORTELYOU ROAD,CLARENDON ROAD,ADDRESS,BROOKLYN,TROY AVENUE,Closed,2025-07-05T01:42:15.000,17 BROOKLYN,3049430012,BROOKLYN,1002167,174079,PHONE,Unspecified,BROOKLYN,40.644465153109735,-73.93543697489444,"{'latitude': '40.644465153109735', 'longitude': '-73.93543697489444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16866,61,2,26,40,40,,2025-07-05T01:42:10.000,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
65462817,2025-07-05T01:30:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,FEATHERBED LANE,FEATHERBED LANE,FEATHERBED LANE,INWOOD AVENUE,FEATHERBED LANE,INWOOD AVENUE,INTERSECTION,,,In Progress,2025-07-05T01:54:15.000,05 BRONX,,BRONX,1007745,247469,PHONE,Unspecified,BRONX,40.84588908532044,-73.91508056543245,"{'latitude': '40.84588908532044', 'longitude': '-73.91508056543245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,6,5,29,29,29,,,,,,,,,,,
65468532,2025-07-05T01:30:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,2881 LAFAYETTE AVENUE,LAFAYETTE AVENUE,REVERE AVENUE,EAST TREMONT AVENUE,REVERE AVENUE,EAST TREMONT AVENUE,ADDRESS,BRONX,LAFAYETTE AVENUE,Closed,2025-07-05T01:49:30.000,10 BRONX,2055310119,BRONX,1032444,241504,MOBILE,Unspecified,BRONX,40.829416660197886,-73.82585247564457,"{'latitude': '40.829416660197886', 'longitude': '-73.82585247564457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11274,43,5,12,28,28,,2025-07-05T01:49:27.000,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
65467472,2025-07-05T01:30:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2300 BATHGATE AVENUE,BATHGATE AVENUE,EAST  183 STREET,EAST  184 STREET,EAST  183 STREET,EAST  184 STREET,ADDRESS,BRONX,BATHGATE AVENUE,In Progress,2025-07-05T02:11:06.000,06 BRONX,2030520005,BRONX,1014238,250728,ONLINE,Unspecified,BRONX,40.85481440484325,-73.89159795767854,"{'latitude': '40.85481440484325', 'longitude': '-73.89159795767854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936,35,5,22,31,31,,,,,,,,,,,
65458335,2025-07-05T01:30:50.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,2548 WHITE PLAINS ROAD,WHITE PLAINS ROAD,MACE AVENUE,ALLERTON AVENUE,MACE AVENUE,ALLERTON AVENUE,ADDRESS,BRONX,WHITE PLAINS ROAD,In Progress,2025-07-05T02:19:33.000,11 BRONX,2044330026,BRONX,1020929,254055,ONLINE,Unspecified,BRONX,40.86392074809037,-73.8673928414512,"{'latitude': '40.86392074809037', 'longitude': '-73.8673928414512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11605,59,5,22,32,32,,,,,,,,,,,
65462229,2025-07-05T01:30:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1405 TOWNSEND AVENUE,TOWNSEND AVENUE,EAST  170 STREET,EAST  171 STREET,EAST  170 STREET,EAST  171 STREET,ADDRESS,BRONX,TOWNSEND AVENUE,Closed,2025-07-05T01:31:47.000,04 BRONX,2028430031,BRONX,1007318,245365,ONLINE,Unspecified,BRONX,40.84011534931331,-73.91663113459093,"{'latitude': '40.84011534931331', 'longitude': '-73.91663113459093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,42,27,27,,2025-07-05T01:31:43.000,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
65460697,2025-07-05T01:30:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1335 COLLEGE AVENUE,COLLEGE AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,COLLEGE AVENUE,Closed,2025-07-05T01:49:40.000,04 BRONX,2027850056,BRONX,1008794,243983,PHONE,Unspecified,BRONX,40.83631818347675,-73.91130186027105,"{'latitude': '40.83631818347675', 'longitude': '-73.91130186027105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934,50,5,42,27,27,,2025-07-05T01:49:37.000,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
65469049,2025-07-05T01:30:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11236,16 PAERDEGAT    2 STREET,PAERDEGAT    2 STREET,PAERDEGAT AVENUE NORTH,EAST   80 STREET,PAERDEGAT AVENUE NORTH,EAST   80 STREET,ADDRESS,BROOKLYN,PAERDEGAT    2 STREET,In Progress,,18 BROOKLYN,3080300014,BROOKLYN,1008693,169565,PHONE,Unspecified,BROOKLYN,40.63205958657402,-73.91193722217228,"{'latitude': '40.63205958657402', 'longitude': '-73.91193722217228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13827,5,2,8,42,42,,,,,,,,,,,
65462852,2025-07-05T01:30:36.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11373,ELMHURST AVENUE,ELMHURST AVENUE,ELMHURST AVENUE,MACNISH STREET,ELMHURST AVENUE,MACNISH STREET,INTERSECTION,,,In Progress,,04 QUEENS,,QUEENS,1017409,209824,PHONE,Unspecified,QUEENS,40.74253285300033,-73.88033727759354,"{'latitude': '40.74253285300033', 'longitude': '-73.88033727759354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,Other,,,,,,,,,,
65464386,2025-07-05T01:30:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11433,107-48 159 STREET,159 STREET,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,JAMAICA,159 STREET,In Progress,2025-07-05T01:53:30.000,12 QUEENS,4101250033,QUEENS,1041278,192827,ONLINE,Unspecified,QUEENS,40.69575859889402,-73.79434414957775,"{'latitude': '40.695758598894024', 'longitude': '-73.79434414957775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24668,41,3,46,61,61,,,,,,,,,,,
65469050,2025-07-05T01:30:28.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,4175 WICKHAM AVENUE,WICKHAM AVENUE,EDENWALD AVENUE,BUSSING AVENUE,EDENWALD AVENUE,BUSSING AVENUE,ADDRESS,BRONX,WICKHAM AVENUE,In Progress,,12 BRONX,2050080007,BRONX,1026090,264830,MOBILE,Unspecified,BRONX,40.89347178677003,-73.84866679283812,"{'latitude': '40.89347178677003', 'longitude': '-73.84866679283812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11275,29,5,2,30,30,,,,,,,,,,,
65465949,2025-07-05T01:30:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1571 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,ADDRESS,BRONX,UNDERCLIFF AVENUE,In Progress,2025-07-05T01:54:43.000,05 BRONX,2028800135,BRONX,1005560,248190,MOBILE,Unspecified,BRONX,40.84787356081095,-73.92297565064655,"{'latitude': '40.847873560810946', 'longitude': '-73.92297565064655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10931,6,5,42,29,29,,,,,,,,,,,
65465509,2025-07-05T01:30:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1115 WALTON AVENUE,WALTON AVENUE,EAST  166 STREET,MCCLELLAN STREET,EAST  166 STREET,MCCLELLAN STREET,ADDRESS,BRONX,WALTON AVENUE,Closed,2025-07-05T01:31:19.000,04 BRONX,2024780040,BRONX,1006183,242741,ONLINE,Unspecified,BRONX,40.83291612388545,-73.92074165756995,"{'latitude': '40.83291612388545', 'longitude': '-73.92074165756995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10930,50,5,42,27,27,,2025-07-05T01:31:15.000,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,
65461261,2025-07-05T01:30:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,116-14 134 STREET,134 STREET,116 AVENUE,FOCH BOULEVARD,116 AVENUE,FOCH BOULEVARD,ADDRESS,SOUTH OZONE PARK,134 STREET,In Progress,2025-07-05T02:30:30.000,10 QUEENS,4116890111,QUEENS,1038029,186479,ONLINE,Unspecified,QUEENS,40.67835517671101,-73.80611140809451,"{'latitude': '40.67835517671101', 'longitude': '-73.80611140809451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24016,62,3,46,64,64,,,,,,,,,,,
65461316,2025-07-05T01:30:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,164 WEST  141 STREET,WEST  141 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  141 STREET,In Progress,,10 MANHATTAN,1020090054,MANHATTAN,1000898,237534,MOBILE,Unspecified,MANHATTAN,40.81863593761431,-73.93985274861026,"{'latitude': '40.81863593761431', 'longitude': '-73.93985274861026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12427,18,4,36,20,20,,,,,,,,,,,
65467478,2025-07-05T01:30:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10473,1815 LACOMBE AVENUE,LACOMBE AVENUE,BEACH AVENUE,TAYLOR AVENUE,BEACH AVENUE,TAYLOR AVENUE,ADDRESS,BRONX,LACOMBE AVENUE,In Progress,2025-07-05T02:41:37.000,09 BRONX,2035220001,BRONX,1022513,236234,ONLINE,Unspecified,BRONX,40.81500062582923,-73.86176781944836,"{'latitude': '40.81500062582923', 'longitude': '-73.86176781944836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11611,58,5,31,26,26,,,,,,,,,,,
65464330,2025-07-05T01:29:59.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10033,1355 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  177 STREET,WEST  178 STREET,WEST  177 STREET,WEST  178 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,In Progress,,12 MANHATTAN,1021440042,MANHATTAN,1002146,247931,MOBILE,Unspecified,MANHATTAN,40.84717026175045,-73.93531613656961,"{'latitude': '40.84717026175045', 'longitude': '-73.93531613656961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13091,47,4,39,21,21,,,,,,,,,,,
65469041,2025-07-05T01:29:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,90-46 53 AVENUE,53 AVENUE,90 STREET,92 STREET,90 STREET,92 STREET,ADDRESS,ELMHURST,53 AVENUE,In Progress,,04 QUEENS,4018550022,QUEENS,1019418,208254,ONLINE,Unspecified,QUEENS,40.73821583687302,-73.87309550583795,"{'latitude': '40.73821583687302', 'longitude': '-73.87309550583795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14784,66,3,5,68,68,,,,,,,,,,,
65469047,2025-07-05T01:29:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,1409 HERKIMER STREET,HERKIMER STREET,SHERLOCK PLACE,SACKMAN STREET,SHERLOCK PLACE,SACKMAN STREET,ADDRESS,BROOKLYN,HERKIMER STREET,In Progress,,16 BROOKLYN,3015530034,BROOKLYN,1010121,186050,ONLINE,Unspecified,BROOKLYN,40.6773032261781,-73.90672921602372,"{'latitude': '40.677303226178104', 'longitude': '-73.90672921602372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13516,55,2,37,46,46,,,,,,,,,,,
65462824,2025-07-05T01:29:34.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11207,570 STANLEY AVENUE,STANLEY AVENUE,VERMONT STREET,VAN SICLEN AVENUE,VERMONT STREET,VAN SICLEN AVENUE,ADDRESS,BROOKLYN,STANLEY AVENUE,In Progress,2025-07-05T02:24:16.000,05 BROOKLYN,3043710001,BROOKLYN,1015457,178946,PHONE,Unspecified,BROOKLYN,40.65778714130778,-73.88752463844138,"{'latitude': '40.65778714130778', 'longitude': '-73.88752463844138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17214,45,2,25,47,47,,,,,,,,,,,
65458323,2025-07-05T01:29:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,506 WEST  148 STREET,WEST  148 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  148 STREET,In Progress,2025-07-05T02:42:03.000,09 MANHATTAN,1020790039,MANHATTAN,998991,240714,MOBILE,Unspecified,MANHATTAN,40.8273675232421,-73.9467355258517,"{'latitude': '40.8273675232421', 'longitude': '-73.9467355258517', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428,37,4,23,19,19,,,,,,,,,,,
65459748,2025-07-05T01:29:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,437 HERKIMER STREET,HERKIMER STREET,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,HERKIMER STREET,In Progress,2025-07-05T01:59:46.000,03 BROOKLYN,3018640044,BROOKLYN,1001126,186689,ONLINE,Unspecified,BROOKLYN,40.67907885449808,-73.93915660433757,"{'latitude': '40.67907885449808', 'longitude': '-73.93915660433757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17615,69,2,49,51,51,,,,,,,,,,,
65457819,2025-07-05T01:29:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10303,94 SOUTH AVENUE,SOUTH AVENUE,RICHMOND TERRACE,ARLINGTON PLACE,RICHMOND TERRACE,ARLINGTON PLACE,ADDRESS,STATEN ISLAND,SOUTH AVENUE,Closed,2025-07-05T01:30:45.000,01 STATEN ISLAND,5012630125,STATEN ISLAND,938144,171720,PHONE,Unspecified,STATEN ISLAND,40.63788832778131,-74.16612440517125,"{'latitude': '40.63788832778131', 'longitude': '-74.16612440517125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10371,4,1,13,75,75,,2025-07-05T01:30:40.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,,,
65464384,2025-07-05T01:29:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,522 WEST  148 STREET,WEST  148 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  148 STREET,In Progress,,09 MANHATTAN,1020790046,MANHATTAN,998904,240762,ONLINE,Unspecified,MANHATTAN,40.827499414293385,-73.94704978286713,"{'latitude': '40.827499414293385', 'longitude': '-73.94704978286713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12428,37,4,23,19,19,,,,,,,,,,,
